Timestamp,Temperature (C),Humidity (%),Lux Intensity,CO2 Level (ppm),Occupancy,Fan Speed,Lighting Level,Humidifier Level,Air Purifier Level,Energy Usage (kWh)
04/06/24 01:10,15.58,37.13,7.87,1014.4100000000001,2,52,66,2,24,0.59
04/06/24 01:11,19.18,60.6,42.61,697.3,2,13,70,24,35,0.46
04/06/24 01:12,24.34,39.47,44.91,497.96000000000004,0,24,79,64,92,0.91
04/06/24 01:13,27.8,45.26,8.44,1308.74,3,54,20,6,81,0.72
04/06/24 01:14,21.85,70,47.11,552.63,5,10,19,61,54,0.47
04/06/24 01:15,19.81,70,38.37,1537.25,2,21,23,70,54,0.56
04/06/24 01:16,28.97,49.559999999999995,27.96,1084.44,5,14,81,59,2,0.4
04/06/24 01:17,22.58,62.050000000000004,46.0,1264.1,4,56,67,61,21,0.75
04/06/24 01:18,22.49,56.05,11.36,750.11,3,36,6,55,40,0.42
04/06/24 01:19,26.51,46.150000000000006,47.73,1006.1600000000001,1,84,66,77,25,0.84
04/06/24 01:20,19.69,55.92,41.24,1807.74,3,98,41,35,67,0.86
04/06/24 01:21,24.12,55.19,42.51,400,1,59,82,13,65,0.82
04/06/24 01:22,28.65,54.36,37.29,1247.41,5,64,84,38,46,0.76
04/06/24 01:23,21.22,37.43,18.75,400,0,43,43,12,35,0.49
04/06/24 01:24,28.98,55.03,23.81,1745.26,0,2,91,75,27,0.56
04/06/24 01:25,25.65,55.61,33.89,1495.54,5,87,48,4,8,0.59
04/06/24 01:26,26.65,41.81,5.7,428.12,0,11,91,42,79,0.77
04/06/24 01:27,18.9,70,11.55,854.36,0,33,14,88,43,0.61
04/06/24 01:28,22.88,39.1,16.77,1129.75,1,6,80,51,13,0.4
04/06/24 01:29,17.15,36.06,32.92,400,1,68,54,56,99,0.94
04/06/24 01:30,20.52,66.87,45.71,898.65,2,57,70,62,62,0.82
04/06/24 01:31,27.88,49.71,6.8,1868.03,1,16,48,7,26,0.33
04/06/24 01:32,21.32,64.47999999999999,20.56,1619.13,2,83,77,25,3,0.67
04/06/24 01:33,23.53,65.17,16.12,1108.42,4,81,83,74,30,0.9
04/06/24 01:34,26.68,70,23.87,1227.94,4,96,59,46,75,1.03
04/06/24 01:35,24.34,49.029999999999994,3.14,1508.74,4,86,11,38,8,0.59
04/06/24 01:36,20.98,49.92,39.63,440.79,0,34,38,25,9,0.39
04/06/24 01:37,20.24,49.24,42.83,648.49,0,18,67,27,93,0.65
04/06/24 01:38,23.33,39.42,42.67,1788.79,2,45,37,26,31,0.54
04/06/24 01:39,29.72,70,11.44,400,1,53,12,15,49,0.54
04/06/24 01:40,16.67,61.64,46.86,1010.8900000000001,5,18,3,4,45,0.27
04/06/24 01:41,15.12,40.620000000000005,29.45,1165.16,2,79,53,67,47,0.83
04/06/24 01:42,20.59,46.83,21.59,502.43,0,26,13,45,3,0.28
04/06/24 01:43,29.66,45.87,5.94,568.9,1,62,20,99,49,0.83
04/06/24 01:44,20.57,63.43,44.47,1319.85,5,80,63,81,62,1.0
04/06/24 01:45,21.88,47.07,48.61,580.03,2,44,2,95,21,0.49
04/06/24 01:46,20.05,42.43,37.9,722.09,3,63,36,13,100,0.89
04/06/24 01:47,20.73,44.12,32.12,895.78,2,78,69,8,14,0.61
04/06/24 01:48,16.38,68.86,22.0,1558.22,4,75,48,11,14,0.65
04/06/24 01:49,27.23,38.239999999999995,36.2,1444.77,2,9,53,33,7,0.28
04/06/24 01:50,24.64,51.0,44.78,1697.3,2,48,38,19,38,0.51
04/06/24 01:51,23.2,39.14,29.29,1454.8,1,64,92,82,83,1.03
04/06/24 01:52,20.78,37.79,39.34,638.22,4,94,33,43,32,0.85
04/06/24 01:53,18.53,31.28,29.34,1672.46,2,26,61,11,31,0.43
04/06/24 01:54,20.32,46.28,23.64,1380.24,2,93,68,92,30,0.91
04/06/24 01:55,29.98,55.55,8.03,1219.73,4,44,38,75,15,0.57
04/06/24 01:56,16.27,63.15,13.19,592.01,3,4,78,70,91,0.79
04/06/24 01:57,17.22,39.870000000000005,11.08,561.93,1,87,6,90,98,1.09
04/06/24 01:58,22.67,46.15,25.41,1489.97,3,62,27,85,70,0.77
04/06/24 01:59,23.85,67.04,4.17,1265.87,2,43,89,73,42,0.79
04/06/24 02:00,19.83,70,7.97,1669.12,0,85,56,89,75,1.14
04/06/24 02:01,19.19,47.03,29.64,628.62,4,23,59,37,96,0.73
04/06/24 02:02,25.66,51.21,11.34,1091.82,0,83,37,46,31,0.74
04/06/24 02:03,26.89,40.26,32.97,1307.75,1,0,46,14,45,0.33
04/06/24 02:04,22.48,51.92,0.5,582.24,2,27,32,61,26,0.47
04/06/24 02:05,21.53,55.92,48.68,1138.95,2,41,74,20,89,0.79
04/06/24 02:06,23.58,43.36,21.55,1257.29,4,98,72,77,40,1.02
04/06/24 02:07,28.07,64.96000000000001,37.82,1415.81,3,2,95,4,98,0.69
04/06/24 02:08,18.45,56.4,5.78,1421.0,2,30,93,8,85,0.75
04/06/24 02:09,22.07,59.83,30.99,1479.83,1,84,91,73,61,1.17
04/06/24 02:10,19.2,70,26.6,1393.02,1,97,72,61,30,0.94
04/06/24 02:11,15.66,41.01,41.45,538.69,1,92,88,86,36,1.14
04/06/24 02:12,26.63,59.33,5.85,400,0,48,14,31,29,0.46
04/06/24 02:13,21.55,56.51,2.38,1653.25,0,80,26,94,31,0.78
04/06/24 02:14,24.6,60.88,27.23,1630.56,2,26,55,5,83,0.65
04/06/24 02:15,17.08,56.03,48.25,1359.98,4,82,54,71,63,1.04
04/06/24 02:16,28.56,39.73,39.51,1941.69,1,1,37,28,28,0.29
04/06/24 02:17,27.08,38.56,6.17,1037.48,1,44,0,84,31,0.52
04/06/24 02:18,27.97,69.58,36.08,915.3399999999999,1,20,61,88,64,0.75
04/06/24 02:19,16.76,57.3,6.17,1722.81,0,11,71,5,52,0.48
04/06/24 02:20,22.09,38.54,27.93,1568.3,3,88,20,39,28,0.64
04/06/24 02:21,27.18,68.22,29.57,1136.02,2,62,97,100,54,0.99
04/06/24 02:22,16.42,45.550000000000004,11.36,561.19,1,43,56,11,71,0.73
04/06/24 02:23,28.04,61.45,14.82,421.47,2,71,96,2,2,0.62
04/06/24 02:24,20.84,70,11.25,556.43,2,46,48,45,12,0.51
04/06/24 02:25,24.09,69.98,23.74,1268.27,2,47,93,52,44,0.84
04/06/24 02:26,28.04,59.269999999999996,20.46,1090.24,5,46,14,29,18,0.37
04/06/24 02:27,20.45,47.21,33.0,672.76,0,74,54,75,12,0.75
04/06/24 02:28,24.92,51.46,11.89,400,2,57,63,67,42,0.74
04/06/24 02:29,27.14,41.86,41.02,806.42,0,0,91,64,40,0.61
04/06/24 02:30,22.15,68.4,7.57,400,0,78,11,24,91,0.9
04/06/24 02:31,27.27,58.95,23.55,438.26,0,37,45,17,73,0.69
04/06/24 02:32,16.32,70,21.58,1324.11,4,100,73,39,73,0.99
04/06/24 02:33,20.23,50.900000000000006,44.41,566.53,3,25,38,68,24,0.47
04/06/24 02:34,21.12,52.410000000000004,45.89,825.02,0,4,12,32,22,0.21
04/06/24 02:35,25.57,60.35,39.11,1938.18,3,1,84,46,9,0.37
04/06/24 02:36,25.35,51.78,39.62,818.63,2,71,2,79,91,0.83
04/06/24 02:37,24.18,46.86,27.91,1444.4,2,20,54,9,71,0.55
04/06/24 02:38,20.02,57.510000000000005,3.84,562.13,5,68,100,97,42,0.98
04/06/24 02:39,22.92,49.76,26.39,587.41,5,22,33,96,12,0.46
04/06/24 02:40,25.27,65.28,19.98,946.51,4,30,62,46,48,0.65
04/06/24 02:41,27.7,48.790000000000006,35.4,478.87,5,83,2,88,11,0.65
04/06/24 02:42,25.01,65.75,47.92,1777.67,5,89,78,79,55,1.07
04/06/24 02:43,20.2,67.47999999999999,36.63,969.0699999999999,0,59,79,95,98,1.1
04/06/24 02:44,21.27,67.45,8.84,1135.79,5,28,69,14,64,0.64
04/06/24 02:45,19.59,63.160000000000004,7.58,1352.83,4,100,95,87,62,1.16
04/06/24 02:46,17.22,57.19,15.09,530.28,4,65,49,83,39,0.75
04/06/24 02:47,17.14,49.519999999999996,8.5,1499.44,0,59,37,8,82,0.74
04/06/24 02:48,22.81,70,45.13,1686.85,1,54,97,23,96,0.96
04/06/24 02:49,23.47,41.650000000000006,37.71,1167.8,4,67,84,53,36,0.88
04/06/24 02:50,23.74,70,45.6,1778.51,4,30,86,59,82,0.92
04/06/24 02:51,24.82,70,5.49,1829.75,5,57,42,98,5,0.6
04/06/24 02:52,22.46,33.42,11.67,1577.46,4,91,18,15,42,0.67
04/06/24 02:53,22.7,65.66,19.09,1082.77,3,74,48,97,79,1.12
04/06/24 02:54,16.72,65.35,19.37,1668.4,1,13,23,98,33,0.5
04/06/24 02:55,28.43,42.779999999999994,6.42,724.97,0,43,56,3,94,0.71
04/06/24 02:56,18.52,70,42.23,1403.04,2,96,75,53,60,1.0
04/06/24 02:57,22.51,66.69,26.34,1325.82,3,2,28,16,23,0.23
04/06/24 02:58,24.1,55.7,10.76,997.23,1,5,51,80,59,0.52
04/06/24 02:59,28.09,62.52,32.62,1416.9,4,68,76,97,9,0.83
04/06/24 03:00,19.65,56.45,49.22,1242.16,0,50,6,1,38,0.43
04/06/24 03:01,19.39,60.19,31.05,603.54,2,75,60,89,99,1.2
04/06/24 03:02,22.35,53.28,24.27,1117.26,4,64,26,70,30,0.67
04/06/24 03:03,22.67,38.69,45.15,622.97,4,71,91,45,20,0.72
04/06/24 03:04,22.81,42.62,19.18,993.8699999999999,2,26,71,95,51,0.75
04/06/24 03:05,20.91,49.290000000000006,24.66,1819.34,1,49,77,62,18,0.7
04/06/24 03:06,24.88,58.0,40.23,1322.16,1,54,5,2,33,0.41
04/06/24 03:07,26.58,39.900000000000006,3.74,1134.05,5,27,89,67,32,0.61
04/06/24 03:08,21.89,66.04,41.64,1535.83,0,69,86,43,12,0.67
04/06/24 03:09,18.57,49.32,35.72,559.0,5,97,69,66,47,1.01
04/06/24 03:10,29.96,60.94,20.64,1474.82,3,37,25,64,11,0.47
04/06/24 03:11,17.93,52.43,24.34,1071.74,3,58,32,43,16,0.51
04/06/24 03:12,25.58,38.05,35.82,895.47,0,4,84,75,27,0.5
04/06/24 03:13,20.33,44.33,3.61,400,0,69,74,10,86,0.86
04/06/24 03:14,25.76,47.71,47.6,1233.05,0,35,96,46,92,0.85
04/06/24 03:15,17.42,39.709999999999994,3.69,1769.53,0,42,71,23,80,0.84
04/06/24 03:16,28.63,58.86,43.71,1610.95,4,59,97,71,31,0.79
04/06/24 03:17,25.19,55.46,11.55,1126.72,4,70,60,37,94,0.93
04/06/24 03:18,19.62,53.11,38.91,1428.35,5,66,60,28,93,1.01
04/06/24 03:19,20.27,51.42,5.71,1223.19,1,51,39,56,33,0.59
04/06/24 03:20,26.04,59.720000000000006,48.16,1863.62,2,43,84,17,49,0.67
04/06/24 03:21,21.64,37.29,37.68,1530.28,2,30,35,64,20,0.5
04/06/24 03:22,20.67,49.05,23.03,658.64,5,44,30,33,7,0.43
04/06/24 03:23,29.53,51.58,14.85,1055.72,3,52,7,71,84,0.72
04/06/24 03:24,26.35,34.949999999999996,31.78,1678.65,4,16,63,24,35,0.5
04/06/24 03:25,28.8,61.800000000000004,9.11,1764.89,4,58,48,11,74,0.71
04/06/24 03:26,20.18,37.79,5.18,1566.4,3,71,0,16,11,0.4
04/06/24 03:27,26.94,42.05,43.78,1582.97,4,64,27,5,20,0.48
04/06/24 03:28,23.75,66.14,20.1,961.21,1,77,28,63,9,0.61
04/06/24 03:29,21.74,35.34,7.06,1792.94,1,45,60,16,91,0.79
04/06/24 03:30,16.78,62.089999999999996,41.84,593.84,5,49,19,94,52,0.74
04/06/24 03:31,15.46,70,25.16,826.74,0,38,67,36,68,0.8
04/06/24 03:32,18.62,53.67,1.66,406.94,4,22,82,53,37,0.57
04/06/24 03:33,23.56,66.03,42.15,1535.21,4,48,43,12,21,0.51
04/06/24 03:34,16.4,60.46,11.06,1634.85,5,14,82,25,76,0.73
04/06/24 03:35,23.04,42.0,44.42,1529.05,5,76,63,89,29,0.91
04/06/24 03:36,20.69,56.8,31.76,1084.12,1,53,27,23,30,0.51
04/06/24 03:37,29.2,58.550000000000004,3.87,423.39,5,52,20,11,48,0.49
04/06/24 03:38,23.46,70,36.16,1400.83,5,33,5,83,42,0.54
04/06/24 03:39,22.31,38.8,33.09,1843.5,1,20,48,76,50,0.64
04/06/24 03:40,23.83,70,41.86,725.66,1,26,62,94,8,0.49
04/06/24 03:41,15.4,48.4,8.83,721.29,1,97,99,61,53,1.12
04/06/24 03:42,18.96,70,30.04,838.17,3,69,46,63,39,0.81
04/06/24 03:43,15.81,59.550000000000004,38.44,1383.87,0,82,65,62,24,0.75
04/06/24 03:44,29.22,58.39,12.4,1528.73,4,41,35,30,9,0.37
04/06/24 03:45,24.35,58.160000000000004,0.66,1709.94,2,29,11,46,60,0.5
04/06/24 03:46,27.96,65.81,48.17,833.55,1,62,34,19,100,0.86
04/06/24 03:47,29.57,48.76,1.98,1628.32,5,2,11,79,53,0.42
04/06/24 03:48,17.57,59.52,16.97,1147.96,2,51,26,22,75,0.7
04/06/24 03:49,28.11,54.629999999999995,18.12,1717.17,4,9,21,69,42,0.43
04/06/24 03:50,23.56,64.29,13.33,726.37,0,86,93,77,57,1.07
04/06/24 03:51,17.81,65.83,25.9,1338.11,3,61,85,42,92,0.97
04/06/24 03:52,21.61,56.1,49.24,1685.87,5,83,32,99,83,0.97
04/06/24 03:53,29.44,57.209999999999994,13.89,961.2,0,49,95,3,77,0.81
04/06/24 03:54,24.56,56.17,29.14,1202.1,5,43,35,70,12,0.49
04/06/24 03:55,27.49,70,33.47,1891.02,1,95,81,71,51,1.11
04/06/24 03:56,16.91,63.35,15.3,480.46000000000004,5,70,34,87,49,0.87
04/06/24 03:57,24.05,48.04,43.0,923.52,3,36,31,26,77,0.65
04/06/24 03:58,18.34,70,2.44,1473.06,1,4,24,76,14,0.28
04/06/24 03:59,19.1,50.82,20.54,557.2,0,40,90,39,87,0.92
04/06/24 04:00,23.04,66.89,45.71,1872.95,2,47,54,29,40,0.6
04/06/24 04:01,21.03,65.61,40.29,878.71,0,27,70,96,87,0.96
04/06/24 04:02,22.03,39.099999999999994,28.74,1183.72,5,35,37,33,4,0.34
04/06/24 04:03,15.61,54.48,23.89,481.12,1,100,59,23,47,0.83
04/06/24 04:04,18.4,52.51,3.46,1207.48,0,44,91,4,23,0.59
04/06/24 04:05,29.08,70,9.56,886.53,0,2,94,41,24,0.47
04/06/24 04:06,16.64,66.74,45.94,480.42999999999995,1,5,51,98,55,0.54
04/06/24 04:07,25.27,66.72,45.22,775.22,0,96,81,26,56,1.07
04/06/24 04:08,29.05,52.269999999999996,6.11,1496.38,4,15,37,13,99,0.62
04/06/24 04:09,18.77,36.61,30.47,829.66,2,93,88,8,39,0.86
04/06/24 04:10,17.83,43.96,16.81,1311.16,4,71,73,69,93,1.04
04/06/24 04:11,25.26,64.1,1.27,1288.39,2,80,100,52,74,1.2
04/06/24 04:12,16.15,32.33,40.56,1428.63,3,59,68,8,6,0.55
04/06/24 04:13,15.75,49.0,28.26,1146.02,3,82,37,77,22,0.8
04/06/24 04:14,19.43,57.900000000000006,46.53,1293.29,2,4,47,27,17,0.28
04/06/24 04:15,19.68,67.59,1.12,1005.94,4,94,47,64,65,1.06
04/06/24 04:16,17.46,43.03,36.49,1916.68,5,40,48,56,20,0.58
04/06/24 04:17,21.92,58.4,25.72,1443.15,3,31,60,54,27,0.54
04/06/24 04:18,17.29,45.830000000000005,34.06,1946.25,5,73,74,77,31,0.83
04/06/24 04:19,27.96,52.760000000000005,47.14,1088.37,5,90,42,58,28,0.81
04/06/24 04:20,22.88,54.55,28.11,1468.07,2,100,76,65,32,0.97
04/06/24 04:21,17.87,69.1,29.39,1382.24,2,1,82,77,11,0.45
04/06/24 04:22,28.52,35.24,34.54,593.93,3,9,25,33,0,0.2
04/06/24 04:23,15.8,60.96,31.75,1501.34,5,81,100,44,83,1.2
04/06/24 04:24,28.83,50.27,6.21,401.28,1,7,54,6,73,0.5
04/06/24 04:25,23.84,64.75,14.3,1491.9,1,93,63,37,39,0.84
04/06/24 04:26,24.76,57.480000000000004,47.82,836.41,1,0,7,21,71,0.37
04/06/24 04:27,19.17,38.89,36.92,1011.17,5,65,90,1,11,0.65
04/06/24 04:28,23.18,47.169999999999995,34.56,1023.8699999999999,0,37,53,8,27,0.44
04/06/24 04:29,21.24,55.11,30.37,1191.46,2,7,75,40,59,0.57
04/06/24 04:30,28.82,70,31.47,1878.09,4,88,1,71,59,0.78
04/06/24 04:31,15.73,63.91,22.97,1437.6,4,1,20,49,9,0.19
04/06/24 04:32,15.32,45.07,8.89,1657.41,0,90,74,29,16,0.76
04/06/24 04:33,29.69,66.01,28.25,1563.75,4,24,74,43,62,0.64
04/06/24 04:34,26.82,57.67,5.75,1351.54,0,47,98,91,84,1.12
04/06/24 04:35,27.39,70,30.49,712.89,1,86,48,79,65,0.97
04/06/24 04:36,18.34,68.88000000000001,1.31,1156.69,1,45,1,34,39,0.49
04/06/24 04:37,26.4,70,24.52,1154.3,5,83,6,55,39,0.74
04/06/24 04:38,21.24,40.36,30.5,1148.37,0,18,46,94,68,0.63
04/06/24 04:39,29.43,45.709999999999994,32.85,1524.19,1,51,90,13,12,0.56
04/06/24 04:40,16.01,69.50999999999999,10.07,1757.81,2,73,92,38,53,0.98
04/06/24 04:41,16.85,36.62,13.83,800.03,1,74,98,33,30,0.79
04/06/24 04:42,24.6,54.71,32.83,678.52,1,46,18,32,27,0.47
04/06/24 04:43,16.24,34.21,21.97,1254.89,0,4,49,7,47,0.41
04/06/24 04:44,29.49,44.19,15.31,434.87,1,24,92,84,50,0.79
04/06/24 04:45,29.29,51.47,13.14,1565.16,4,27,13,53,50,0.46
04/06/24 04:46,20.3,55.900000000000006,40.35,1132.02,2,27,10,73,68,0.63
04/06/24 04:47,19.99,52.92,4.82,1361.44,5,99,62,84,98,1.16
04/06/24 04:48,29.34,48.58,36.32,1179.37,2,1,26,90,84,0.56
04/06/24 04:49,22.56,34.33,26.89,1188.95,1,49,86,29,57,0.83
04/06/24 04:50,15.4,55.94,25.2,1878.88,2,50,100,69,59,1.0
04/06/24 04:51,25.23,37.18,40.08,534.49,4,72,1,34,42,0.57
04/06/24 04:52,17.71,45.410000000000004,19.4,1496.37,2,33,27,7,41,0.4
04/06/24 04:53,25.21,70,6.44,1528.14,0,24,64,34,25,0.5
04/06/24 04:54,23.18,46.77,33.07,997.8499999999999,1,61,72,92,62,0.95
04/06/24 04:55,16.97,43.35,16.64,1631.03,4,80,84,77,71,1.0
04/06/24 04:56,28.92,60.4,6.34,400,4,72,81,10,89,1.04
04/06/24 04:57,18.51,39.66,8.24,1604.67,2,33,22,29,13,0.34
04/06/24 04:58,16.81,38.11,45.19,1886.34,1,9,19,11,22,0.2
04/06/24 04:59,23.59,66.07,11.22,506.04999999999995,3,54,72,70,71,0.89
04/06/24 05:00,17.18,51.71,21.58,1483.76,1,63,5,22,51,0.54
04/06/24 05:01,23.54,55.49,28.26,400,3,87,34,60,88,1.1
04/06/24 05:02,17.59,41.02,8.32,1780.84,3,80,99,56,39,0.97
04/06/24 05:03,15.88,46.790000000000006,35.79,718.71,0,33,6,2,15,0.27
04/06/24 05:04,18.88,70,24.36,1404.72,2,38,33,48,10,0.46
04/06/24 05:05,16.89,70,21.41,1323.77,4,61,12,91,51,0.68
04/06/24 05:06,15.41,44.18000000000001,10.66,526.08,1,41,45,58,81,0.86
04/06/24 05:07,16.84,54.36,23.68,1236.91,0,37,33,26,24,0.41
04/06/24 05:08,16.99,50.57000000000001,39.08,1349.92,3,70,38,93,26,0.76
04/06/24 05:09,29.66,69.65,38.34,1375.82,1,44,39,100,70,0.75
04/06/24 05:10,23.18,70,45.67,716.63,3,98,43,70,9,0.79
04/06/24 05:11,26.56,43.82,27.94,467.85,2,39,22,70,75,0.75
04/06/24 05:12,16.79,64.22,46.7,547.65,1,61,54,97,76,0.97
04/06/24 05:13,15.16,36.88,44.83,1586.4,5,65,26,61,29,0.69
04/06/24 05:14,20.37,39.61,24.26,491.13,0,62,94,92,46,0.94
04/06/24 05:15,16.74,51.220000000000006,15.45,1738.65,3,23,81,27,92,0.79
04/06/24 05:16,22.01,46.99,3.36,428.41999999999996,0,18,0,25,74,0.41
04/06/24 05:17,20.31,60.050000000000004,26.99,1652.43,2,42,4,32,85,0.66
04/06/24 05:18,22.15,59.86,41.31,876.7,2,96,30,22,86,0.93
04/06/24 05:19,24.24,47.28,8.32,495.96000000000004,2,94,65,95,88,1.31
04/06/24 05:20,15.48,69.91,48.26,1619.18,4,87,24,63,83,1.05
04/06/24 05:21,20.18,65.95,7.22,763.57,3,62,6,46,26,0.53
04/06/24 05:22,15.06,70,21.14,1137.27,2,55,83,91,32,0.86
04/06/24 05:23,17.81,60.02,22.59,1149.66,2,40,20,42,25,0.42
04/06/24 05:24,23.0,35.35,21.14,1760.92,2,16,36,44,17,0.31
04/06/24 05:25,28.43,54.04,2.94,1734.79,0,23,79,35,1,0.39
04/06/24 05:26,26.05,40.39,20.97,1615.89,1,45,8,29,34,0.4
04/06/24 05:27,20.68,38.01,21.06,1476.89,0,62,38,46,98,0.82
04/06/24 05:28,17.27,70,0.12,1155.62,3,89,84,88,20,0.98
04/06/24 05:29,29.08,68.89,28.68,1898.62,4,69,64,28,59,0.81
04/06/24 05:30,28.17,43.61,10.72,1297.4,3,56,74,19,0,0.52
04/06/24 05:31,20.95,41.67,24.59,1453.62,1,65,20,37,3,0.44
04/06/24 05:32,18.99,53.0,27.05,624.45,4,97,100,37,74,1.16
04/06/24 05:33,29.69,70,22.68,938.8900000000001,2,92,42,59,86,1.08
04/06/24 05:34,29.42,58.71,45.01,400,5,37,37,80,99,0.79
