Timestamp,Temperature (C),Fan Speed,Occupancy,Energy Usage (kWh)
04/06/24 03:04,25.56,62,2,0.67
04/06/24 03:05,27.59,18,3,0.17
04/06/24 03:06,17.89,22,1,0.19
04/06/24 03:07,26.78,68,2,0.59
04/06/24 03:08,24.18,86,3,1.58
04/06/24 03:09,16.9,81,0,0.84
04/06/24 03:10,20.5,79,2,0.67
04/06/24 03:11,15.68,13,0,0.11
04/06/24 03:12,17.73,75,0,0.75
04/06/24 03:13,16.4,73,3,0.87
04/06/24 03:14,29.19,19,2,0.19
04/06/24 03:15,28.14,24,0,0.2
04/06/24 03:16,15.68,99,1,1.92
04/06/24 03:17,20.93,68,2,0.66
04/06/24 03:18,15.81,31,2,0.32
04/06/24 03:19,22.91,25,2,0.25
04/06/24 03:20,25.11,62,2,0.72
04/06/24 03:21,29.06,29,3,0.31
04/06/24 03:22,20.3,59,1,0.65
04/06/24 03:23,22.23,79,0,0.91
04/06/24 03:24,18.68,81,3,0.93
04/06/24 03:25,26.18,87,2,0.87
04/06/24 03:26,16.48,1,0,0.01
04/06/24 03:27,21.17,92,2,1.61
04/06/24 03:28,28.08,94,0,0.8
04/06/24 03:29,18.54,95,2,0.77
04/06/24 03:30,23.96,63,1,0.56
04/06/24 03:31,23.34,75,3,0.72
04/06/24 03:32,26.81,46,0,0.46
04/06/24 03:33,26.48,95,2,0.83
04/06/24 03:34,20.54,85,5,1.57
04/06/24 03:35,22.36,2,1,0.02
04/06/24 03:36,27.39,16,2,0.17
04/06/24 03:37,22.1,47,1,0.46
04/06/24 03:38,28.92,25,1,0.3
04/06/24 03:39,25.74,70,3,0.6
04/06/24 03:40,29.92,60,2,0.51
04/06/24 03:41,28.7,85,1,0.91
04/06/24 03:42,25.92,26,0,0.24
04/06/24 03:43,22.82,90,1,1.04
04/06/24 03:44,25.9,73,3,0.72
04/06/24 03:45,18.76,20,0,0.17
04/06/24 03:46,28.88,24,1,0.26
04/06/24 03:47,23.01,16,1,0.19
04/06/24 03:48,16.42,58,3,0.61
04/06/24 03:49,16.78,79,0,0.87
04/06/24 03:50,26.78,75,2,0.73
04/06/24 03:51,21.91,99,0,0.92
04/06/24 03:52,15.82,5,1,0.05
04/06/24 03:53,22.11,63,2,0.63
04/06/24 03:54,19.71,74,2,0.68
04/06/24 03:55,26.68,27,3,0.22
04/06/24 03:56,24.52,98,4,1.59
04/06/24 03:57,17.17,90,3,0.79
04/06/24 03:58,17.1,12,2,0.14
04/06/24 03:59,28.01,99,0,1.74
04/06/24 04:00,18.8,99,1,1.93
04/06/24 04:01,16.16,89,1,1.05
04/06/24 04:02,17.75,39,3,0.43
04/06/24 04:03,17.87,1,0,0.01
04/06/24 04:04,15.47,32,2,0.37
04/06/24 04:05,24.04,69,1,0.82
04/06/24 04:06,25.46,0,0,0.0
04/06/24 04:07,16.34,1,3,0.01
04/06/24 04:08,17.24,56,3,0.45
04/06/24 04:09,16.42,59,0,0.48
04/06/24 04:10,16.54,49,3,0.49
04/06/24 04:11,23.28,71,3,0.64
04/06/24 04:12,19.96,10,0,0.1
04/06/24 04:13,23.11,29,0,0.23
04/06/24 04:14,24.92,99,4,1.82
04/06/24 04:15,27.91,12,2,0.11
04/06/24 04:16,15.88,87,3,0.94
04/06/24 04:17,15.09,60,0,0.58
04/06/24 04:18,23.96,10,2,0.1
04/06/24 04:19,21.65,34,3,0.39
04/06/24 04:20,15.29,72,1,0.85
04/06/24 04:21,18.95,1,0,0.01
04/06/24 04:22,25.36,26,3,0.3
04/06/24 04:23,26.16,93,2,1.04
04/06/24 04:24,18.24,65,1,0.68
04/06/24 04:25,21.36,69,0,0.66
04/06/24 04:26,25.78,77,0,0.88
04/06/24 04:27,16.42,22,2,0.26
04/06/24 04:28,28.3,86,3,0.9
04/06/24 04:29,19.28,89,5,1.49
04/06/24 04:30,22.47,33,1,0.34
04/06/24 04:31,23.32,1,2,0.01
04/06/24 04:32,26.66,55,3,0.6
04/06/24 04:33,26.3,44,0,0.45
04/06/24 04:34,15.99,58,2,0.62
04/06/24 04:35,22.19,8,3,0.07
04/06/24 04:36,28.76,32,0,0.33
04/06/24 04:37,15.15,13,3,0.11
04/06/24 04:38,28.16,71,2,0.74
04/06/24 04:39,21.59,69,1,0.58
04/06/24 04:40,20.58,39,3,0.45
04/06/24 04:41,21.22,70,1,0.74
04/06/24 04:42,17.79,96,3,1.04
04/06/24 04:43,24.14,40,3,0.33
04/06/24 04:44,21.24,82,3,1.56
04/06/24 04:45,15.01,80,3,0.91
04/06/24 04:46,22.24,88,1,0.79
04/06/24 04:47,20.7,71,1,0.78
04/06/24 04:48,26.51,90,4,1.55
04/06/24 04:49,29.23,18,3,0.16
04/06/24 04:50,28.66,21,1,0.2
04/06/24 04:51,21.0,38,2,0.36
04/06/24 04:52,29.69,93,2,0.82
04/06/24 04:53,24.09,84,1,1.0
04/06/24 04:54,29.34,100,1,0.84
04/06/24 04:55,29.57,83,0,0.8
04/06/24 04:56,24.52,41,2,0.38
04/06/24 04:57,19.68,13,3,0.11
04/06/24 04:58,17.32,26,2,0.25
04/06/24 04:59,25.83,5,3,0.05
04/06/24 05:00,29.33,50,3,0.52
04/06/24 05:01,15.47,89,3,1.04
04/06/24 05:02,22.84,77,1,0.75
04/06/24 05:03,23.35,40,3,0.46
04/06/24 05:04,20.71,54,1,0.49
04/06/24 05:05,19.04,90,0,1.66
04/06/24 05:06,19.47,27,0,0.29
04/06/24 05:07,28.81,79,0,0.82
04/06/24 05:08,17.41,53,2,0.44
04/06/24 05:09,27.41,42,1,0.39
04/06/24 05:10,20.37,20,0,0.16
04/06/24 05:11,22.42,40,2,0.33
04/06/24 05:12,24.07,31,3,0.26
04/06/24 05:13,25.96,36,1,0.37
04/06/24 05:14,19.72,74,3,0.81
04/06/24 05:15,19.15,85,0,1.64
04/06/24 05:16,19.01,26,0,0.22
04/06/24 05:17,28.41,87,0,0.72
04/06/24 05:18,28.1,39,0,0.33
04/06/24 05:19,27.48,65,0,0.74
04/06/24 05:20,29.14,93,2,0.94
04/06/24 05:21,25.19,95,2,1.84
04/06/24 05:22,16.65,70,3,0.81
04/06/24 05:23,26.88,45,2,0.47
04/06/24 05:24,18.24,97,0,0.93
04/06/24 05:25,16.45,81,3,0.68
04/06/24 05:26,19.4,100,1,1.12
04/06/24 05:27,21.65,60,2,0.57
04/06/24 05:28,20.16,49,3,0.49
04/06/24 05:29,29.25,92,0,1.4
04/06/24 05:30,25.77,4,3,0.04
04/06/24 05:31,24.1,88,1,1.51
04/06/24 05:32,26.09,71,2,0.6
04/06/24 05:33,23.73,89,0,0.82
04/06/24 05:34,23.46,4,3,0.04
04/06/24 05:35,29.78,92,1,0.89
04/06/24 05:36,16.19,89,3,0.74
04/06/24 05:37,19.75,97,2,1.14
04/06/24 05:38,29.46,97,3,1.87
04/06/24 05:39,26.01,39,0,0.35
04/06/24 05:40,29.6,45,2,0.44
04/06/24 05:41,24.7,9,1,0.07
04/06/24 05:42,23.66,39,2,0.44
04/06/24 05:43,27.24,55,3,0.58
04/06/24 05:44,22.7,96,0,0.8
04/06/24 05:45,19.52,9,1,0.09
04/06/24 05:46,15.23,62,2,0.57
04/06/24 05:47,18.86,46,1,0.51
04/06/24 05:48,29.79,3,0,0.03
04/06/24 05:49,28.96,89,3,1.01
04/06/24 05:50,23.69,89,3,1.0
04/06/24 05:51,18.29,48,0,0.49
04/06/24 05:52,26.97,7,0,0.06
04/06/24 05:53,17.97,8,0,0.07
04/06/24 05:54,28.52,74,2,0.73
04/06/24 05:55,26.76,42,3,0.39
04/06/24 05:56,15.48,79,0,0.82
04/06/24 05:57,19.84,60,3,0.66
04/06/24 05:58,15.71,0,3,0.0
04/06/24 05:59,24.46,19,1,0.17
04/06/24 06:00,26.64,96,20,1.02
04/06/24 06:01,26.45,48,20,0.49
04/06/24 06:02,20.12,89,1,1.38
04/06/24 06:03,28.83,46,19,0.45
04/06/24 06:04,29.83,6,1,0.06
04/06/24 06:05,24.83,70,6,0.69
04/06/24 06:06,19.32,80,13,0.75
04/06/24 06:07,25.74,100,5,1.68
04/06/24 06:08,17.9,91,3,0.91
04/06/24 06:09,21.46,54,7,0.52
04/06/24 06:10,17.45,3,6,0.03
04/06/24 06:11,22.65,65,9,0.68
04/06/24 06:12,29.38,98,1,1.47
04/06/24 06:13,22.11,82,15,0.72
04/06/24 06:14,25.66,98,13,0.88
04/06/24 06:15,16.59,89,3,0.8
04/06/24 06:16,25.78,69,11,0.7
04/06/24 06:17,18.7,70,13,0.64
04/06/24 06:18,21.8,99,19,1.04
04/06/24 06:19,18.23,74,20,0.85
04/06/24 06:20,16.52,95,5,1.72
04/06/24 06:21,15.95,82,5,1.45
04/06/24 06:22,24.12,50,0,0.42
04/06/24 06:23,15.23,28,0,0.26
04/06/24 06:24,20.36,42,9,0.49
04/06/24 06:25,28.89,41,4,0.38
04/06/24 06:26,29.33,71,7,0.63
04/06/24 06:27,25.57,52,11,0.48
04/06/24 06:28,21.78,71,15,0.65
04/06/24 06:29,22.22,86,1,1.47
04/06/24 06:30,16.19,45,20,0.46
04/06/24 06:31,19.34,77,2,0.66
04/06/24 06:32,24.69,14,13,0.16
04/06/24 06:33,22.24,23,13,0.19
04/06/24 06:34,23.63,24,5,0.21
04/06/24 06:35,24.31,90,4,1.56
04/06/24 06:36,16.69,80,3,1.36
04/06/24 06:37,28.6,79,19,0.74
04/06/24 06:38,16.5,44,14,0.51
04/06/24 06:39,28.82,88,11,0.91
04/06/24 06:40,19.42,7,5,0.07
04/06/24 06:41,17.21,69,5,0.62
04/06/24 06:42,29.89,99,1,0.96
04/06/24 06:43,17.12,32,16,0.36
04/06/24 06:44,24.96,34,8,0.3
04/06/24 06:45,19.15,47,19,0.38
04/06/24 06:46,19.87,85,9,0.89
04/06/24 06:47,24.09,89,1,1.58
04/06/24 06:48,18.36,90,3,1.5
04/06/24 06:49,28.19,66,16,0.71
04/06/24 06:50,25.41,18,2,0.18
04/06/24 06:51,24.13,18,9,0.17
04/06/24 06:52,24.25,72,13,0.72
04/06/24 06:53,19.08,66,1,0.64
04/06/24 06:54,16.43,43,8,0.35
04/06/24 06:55,20.75,63,14,0.59
04/06/24 06:56,28.26,78,19,0.63
04/06/24 06:57,25.9,46,14,0.43
04/06/24 06:58,28.77,96,6,1.04
04/06/24 06:59,21.52,14,2,0.11
04/06/24 07:00,19.7,24,15,0.24
04/06/24 07:01,18.78,35,12,0.41
04/06/24 07:02,15.01,63,20,0.71
04/06/24 07:03,22.45,12,6,0.13
04/06/24 07:04,28.01,90,15,0.83
04/06/24 07:05,27.89,87,18,1.01
04/06/24 07:06,21.28,91,4,1.06
04/06/24 07:07,17.48,89,6,0.83
04/06/24 07:08,23.12,74,11,0.74
04/06/24 07:09,29.45,42,16,0.46
04/06/24 07:10,23.23,27,16,0.29
04/06/24 07:11,28.37,5,17,0.04
04/06/24 07:12,24.5,56,1,0.54
04/06/24 07:13,26.51,9,9,0.1
04/06/24 07:14,23.26,76,7,0.73
04/06/24 07:15,27.15,78,11,0.93
04/06/24 07:16,17.57,26,5,0.24
04/06/24 07:17,24.94,94,17,1.04
04/06/24 07:18,24.21,35,12,0.36
04/06/24 07:19,27.0,30,6,0.31
04/06/24 07:20,16.0,58,0,0.48
04/06/24 07:21,24.58,25,12,0.3
04/06/24 07:22,15.75,98,2,0.94
04/06/24 07:23,16.53,99,6,1.12
04/06/24 07:24,17.28,99,11,1.1
04/06/24 07:25,25.23,88,4,0.79
04/06/24 07:26,29.73,11,12,0.13
04/06/24 07:27,22.75,2,11,0.02
04/06/24 07:28,23.63,75,17,0.78
04/06/24 07:29,22.81,90,3,1.37
04/06/24 07:30,22.86,33,3,0.31
04/06/24 07:31,23.22,1,6,0.01
04/06/24 07:32,17.53,18,2,0.16
04/06/24 07:33,26.28,100,19,1.18
04/06/24 07:34,19.76,2,5,0.02
04/06/24 07:35,28.55,94,1,1.52
04/06/24 07:36,23.11,11,3,0.1
04/06/24 07:37,22.62,91,0,0.81
04/06/24 07:38,26.54,26,16,0.3
04/06/24 07:39,20.81,83,9,0.95
04/06/24 07:40,16.93,23,17,0.25
04/06/24 07:41,27.99,1,3,0.01
04/06/24 07:42,15.63,0,20,0.0
04/06/24 07:43,28.78,53,9,0.56
04/06/24 07:44,25.13,99,6,0.88
04/06/24 07:45,20.77,14,20,0.14
04/06/24 07:46,19.41,20,1,0.23
04/06/24 07:47,29.78,76,7,0.69
04/06/24 07:48,28.6,20,6,0.2
04/06/24 07:49,27.41,5,13,0.04
04/06/24 07:50,24.55,19,16,0.17
04/06/24 07:51,17.68,6,11,0.05
04/06/24 07:52,22.62,92,20,0.88
04/06/24 07:53,16.63,87,3,1.54
04/06/24 07:54,15.01,13,11,0.11
04/06/24 07:55,18.91,64,4,0.59
04/06/24 07:56,15.72,28,20,0.3
04/06/24 07:57,27.28,71,19,0.69
04/06/24 07:58,28.75,76,7,0.88
04/06/24 07:59,29.37,89,13,0.89
04/06/24 08:00,21.74,4,3,0.05
04/06/24 08:01,15.44,37,6,0.3
04/06/24 08:02,15.74,8,12,0.08
04/06/24 08:03,16.24,99,5,1.79
04/06/24 08:04,15.33,95,3,1.04
04/06/24 08:05,29.41,60,8,0.64
04/06/24 08:06,17.39,19,16,0.18
04/06/24 08:07,15.9,45,6,0.53
04/06/24 08:08,16.58,62,2,0.56
04/06/24 08:09,15.4,59,1,0.53
04/06/24 08:10,22.5,86,16,0.99
04/06/24 08:11,18.1,30,17,0.32
04/06/24 08:12,24.63,84,18,0.9
04/06/24 08:13,25.38,48,8,0.52
04/06/24 08:14,15.62,22,14,0.22
04/06/24 08:15,20.0,66,3,0.54
04/06/24 08:16,23.21,25,3,0.28
04/06/24 08:17,21.78,37,20,0.34
04/06/24 08:18,28.14,46,15,0.39
04/06/24 08:19,19.04,43,10,0.48
04/06/24 08:20,19.43,93,5,1.81
04/06/24 08:21,24.47,95,4,1.49
04/06/24 08:22,28.37,65,4,0.76
04/06/24 08:23,25.94,97,5,1.05
04/06/24 08:24,19.67,32,19,0.38
04/06/24 08:25,28.88,68,12,0.59
04/06/24 08:26,16.45,39,3,0.42
04/06/24 08:27,26.71,82,3,1.35
04/06/24 08:28,27.28,79,13,0.88
04/06/24 08:29,19.17,88,0,0.76
04/06/24 08:30,18.57,85,9,0.91
04/06/24 08:31,20.89,27,7,0.24
04/06/24 08:32,23.19,61,2,0.64
04/06/24 08:33,15.51,76,7,0.89
04/06/24 08:34,28.29,36,9,0.33
04/06/24 08:35,26.51,9,2,0.08
04/06/24 08:36,22.9,89,18,1.02
04/06/24 08:37,17.02,59,18,0.57
04/06/24 08:38,15.17,11,7,0.1
04/06/24 08:39,15.02,90,2,1.5
04/06/24 08:40,25.45,95,3,0.99
04/06/24 08:41,17.58,45,1,0.44
04/06/24 08:42,21.5,77,3,0.77
04/06/24 08:43,27.43,3,12,0.02
04/06/24 08:44,23.54,73,11,0.84
04/06/24 08:45,29.28,85,5,1.31
04/06/24 08:46,23.44,80,5,1.22
04/06/24 08:47,21.83,74,15,0.65
04/06/24 08:48,17.2,8,10,0.08
04/06/24 08:49,19.35,32,15,0.31
04/06/24 08:50,24.68,45,13,0.5
04/06/24 08:51,26.05,79,20,0.8
04/06/24 08:52,27.17,52,9,0.54
04/06/24 08:53,27.58,76,11,0.84
04/06/24 08:54,19.26,12,15,0.1
04/06/24 08:55,29.51,63,5,0.74
04/06/24 08:56,26.66,29,15,0.33
04/06/24 08:57,29.93,96,0,1.84
04/06/24 08:58,21.96,90,5,1.7
04/06/24 08:59,21.86,71,2,0.63
04/06/24 09:00,21.11,92,1,1.66
04/06/24 09:01,25.87,49,16,0.43
04/06/24 09:02,15.88,37,16,0.37
04/06/24 09:03,23.54,58,14,0.6
04/06/24 09:04,20.5,14,19,0.14
04/06/24 09:05,20.81,95,12,0.8
04/06/24 09:06,22.03,69,11,0.7
04/06/24 09:07,21.14,4,19,0.03
04/06/24 09:08,15.2,4,10,0.05
04/06/24 09:09,28.88,84,1,1.47
04/06/24 09:10,29.73,15,16,0.13
04/06/24 09:11,25.57,94,3,1.54
04/06/24 09:12,20.98,99,20,0.88
04/06/24 09:13,15.64,92,13,1.08
04/06/24 09:14,27.94,39,20,0.35
04/06/24 09:15,24.8,48,11,0.56
04/06/24 09:16,21.79,11,17,0.11
04/06/24 09:17,20.86,25,12,0.25
04/06/24 09:18,21.59,93,1,1.55
04/06/24 09:19,27.69,51,11,0.43
04/06/24 09:20,16.2,26,16,0.26
04/06/24 09:21,24.94,58,20,0.49
04/06/24 09:22,20.38,32,16,0.28
04/06/24 09:23,18.58,32,17,0.32
04/06/24 09:24,19.03,41,10,0.48
04/06/24 09:25,24.43,43,14,0.44
04/06/24 09:26,28.46,56,19,0.59
04/06/24 09:27,27.29,95,10,0.87
04/06/24 09:28,17.62,19,14,0.18
04/06/24 09:29,16.49,47,11,0.4
04/06/24 09:30,18.71,39,15,0.46
04/06/24 09:31,27.88,83,17,0.77
04/06/24 09:32,29.06,54,14,0.5
04/06/24 09:33,15.33,80,3,1.34
04/06/24 09:34,28.94,53,13,0.53
04/06/24 09:35,16.58,88,15,0.75
04/06/24 09:36,26.06,63,10,0.66
04/06/24 09:37,27.66,52,19,0.46
04/06/24 09:38,15.72,4,17,0.03
04/06/24 09:39,27.94,26,10,0.25
04/06/24 09:40,15.32,99,10,1.0
04/06/24 09:41,16.81,1,15,0.01
04/06/24 09:42,22.08,66,17,0.71
04/06/24 09:43,22.84,11,20,0.1
04/06/24 09:44,28.09,20,15,0.21
04/06/24 09:45,18.4,9,19,0.1
04/06/24 09:46,26.78,13,10,0.1
04/06/24 09:47,18.12,44,14,0.38
04/06/24 09:48,23.46,32,12,0.37
04/06/24 09:49,19.51,63,19,0.59
04/06/24 09:50,22.69,18,18,0.15
04/06/24 09:51,21.07,40,11,0.44
04/06/24 09:52,15.68,96,16,1.1
04/06/24 09:53,28.27,88,13,0.97
04/06/24 09:54,25.28,63,19,0.63
04/06/24 09:55,24.14,29,16,0.28
04/06/24 09:56,29.42,10,14,0.12
04/06/24 09:57,21.65,14,10,0.15
04/06/24 09:58,24.0,63,18,0.69
04/06/24 09:59,27.62,63,20,0.67
04/06/24 10:00,25.59,93,13,0.84
04/06/24 10:01,26.19,11,20,0.11
04/06/24 10:02,21.77,30,11,0.28
04/06/24 10:03,25.55,85,17,0.9
04/06/24 10:04,27.91,63,15,0.67
04/06/24 10:05,27.28,0,15,0.0
04/06/24 10:06,24.76,44,15,0.4
04/06/24 10:07,23.79,99,16,1.05
04/06/24 10:08,23.87,69,14,0.57
04/06/24 10:09,19.57,34,11,0.31
04/06/24 10:10,23.76,75,18,0.61
04/06/24 10:11,27.43,12,13,0.12
04/06/24 10:12,26.25,62,16,0.64
04/06/24 10:13,22.78,85,16,0.98
04/06/24 10:14,27.82,71,17,0.66
04/06/24 10:15,15.28,100,10,1.04
04/06/24 10:16,16.4,22,16,0.25
04/06/24 10:17,27.43,97,18,1.06
04/06/24 10:18,18.29,6,13,0.05
04/06/24 10:19,20.83,2,17,0.02
04/06/24 10:20,17.78,51,12,0.58
04/06/24 10:21,18.88,87,18,0.71
04/06/24 10:22,27.91,41,15,0.39
04/06/24 10:23,27.44,2,16,0.02
04/06/24 10:24,19.5,69,19,0.75
04/06/24 10:25,16.29,98,2,1.67
04/06/24 10:26,15.84,90,10,0.74
04/06/24 10:27,21.8,80,16,0.85
04/06/24 10:28,17.67,28,17,0.32
04/06/24 10:29,19.01,4,17,0.05
04/06/24 10:30,28.89,23,18,0.26
04/06/24 10:31,27.22,93,14,0.8
