Timestamp,Temperature (C),Humidity (%),Lux Intensity,CO2 Level (ppm),Occupancy,Fan Speed,Lighting Level,Humidifier Level,Air Purifier Level,Energy Usage (kWh)
04/06/24 02:09,22.85,61.029999999999994,42.32,1307.12,4,86,71,43,26,0.75
04/06/24 02:10,16.73,62.3,17.19,1632.12,2,99,74,74,83,1.15
04/06/24 02:11,24.74,50.73,29.11,1330.06,2,11,67,5,34,0.41
04/06/24 02:12,22.55,54.81,37.95,1790.19,5,22,93,21,16,0.49
04/06/24 02:13,22.6,49.01,17.26,1888.88,3,79,86,64,53,1.04
04/06/24 02:14,20.76,70,34.05,1462.03,0,27,99,78,5,0.62
04/06/24 02:15,24.27,47.35,14.98,1699.88,3,54,70,100,69,0.94
04/06/24 02:16,17.12,49.309999999999995,22.74,1587.23,1,45,10,24,82,0.6
04/06/24 02:17,28.57,44.72,5.62,1726.52,5,25,59,100,84,0.8
04/06/24 02:18,20.57,40.84,38.69,483.26,4,37,77,63,16,0.61
04/06/24 02:19,22.76,42.41,29.83,928.95,0,56,14,33,23,0.46
04/06/24 02:20,18.71,34.14,38.38,400,3,31,11,26,94,0.56
04/06/24 02:21,20.11,58.35,43.87,1646.35,2,39,70,5,80,0.68
04/06/24 02:22,16.61,70,28.05,1112.93,0,45,65,80,64,0.88
04/06/24 02:23,23.41,59.77,24.41,1038.51,5,88,30,87,9,0.78
04/06/24 02:24,27.57,33.58,42.47,871.55,4,98,17,14,82,0.82
04/06/24 02:25,24.06,51.1,19.97,611.98,4,37,14,72,99,0.69
04/06/24 02:26,15.67,52.39,17.48,515.95,3,34,10,55,28,0.44
04/06/24 02:27,18.17,55.03,4.4,1186.22,4,39,94,49,23,0.65
04/06/24 02:28,20.43,69.3,1.29,1166.7,0,7,89,60,35,0.52
04/06/24 02:29,23.26,55.29,0.51,803.33,1,25,21,11,68,0.5
04/06/24 02:30,28.21,63.3,49.11,1036.5,0,59,10,15,15,0.42
04/06/24 02:31,20.04,70,24.85,1501.72,5,53,20,91,36,0.62
04/06/24 02:32,27.11,54.29,16.65,766.33,4,8,95,64,96,0.89
04/06/24 02:33,29.07,43.5,25.11,777.35,5,35,64,57,28,0.61
04/06/24 02:34,26.34,68.57000000000001,2.99,1292.89,4,10,25,7,76,0.4
04/06/24 02:35,29.26,67.84,9.51,1588.08,2,6,23,79,14,0.3
04/06/24 02:36,26.25,35.95,4.88,607.35,0,27,95,15,38,0.65
04/06/24 02:37,22.87,32.97,36.44,412.34000000000003,3,55,23,14,62,0.67
04/06/24 02:38,15.02,45.830000000000005,19.47,1700.07,5,10,69,92,30,0.57
04/06/24 02:39,18.19,63.35,32.42,1089.26,3,93,72,90,29,0.95
04/06/24 02:40,29.54,43.75,26.75,1731.88,5,88,73,11,92,1.11
04/06/24 02:41,27.96,70,2.25,491.57000000000005,3,11,99,55,25,0.56
04/06/24 02:42,16.57,54.48,11.37,959.27,1,68,49,85,100,1.13
04/06/24 02:43,17.65,57.9,18.1,592.66,0,5,9,65,36,0.31
04/06/24 02:44,16.87,66.05,2.99,1689.35,0,40,94,84,20,0.68
04/06/24 02:45,27.81,52.730000000000004,31.86,803.46,0,40,73,76,60,0.76
04/06/24 02:46,18.58,44.220000000000006,2.53,1251.98,3,19,32,2,19,0.29
04/06/24 02:47,22.3,49.18,30.29,1191.93,3,60,68,70,8,0.65
04/06/24 02:48,20.13,57.120000000000005,42.59,871.95,3,75,2,87,43,0.72
04/06/24 02:49,27.45,63.4,10.11,687.49,3,90,82,39,11,0.87
04/06/24 02:50,28.62,70,12.42,1915.23,1,91,18,84,34,0.85
04/06/24 02:51,19.75,33.57,31.66,1285.03,3,27,28,9,78,0.51
04/06/24 02:52,21.59,46.550000000000004,5.17,1765.49,2,50,85,31,2,0.56
04/06/24 02:53,24.98,59.71,5.94,1918.4,4,99,19,96,23,0.87
04/06/24 02:54,15.24,49.339999999999996,40.88,1959.35,0,94,27,28,10,0.71
04/06/24 02:55,15.49,68.53,7.74,1845.4,3,4,72,75,18,0.48
04/06/24 02:56,17.77,47.63,39.93,1669.46,0,94,16,25,68,0.76
04/06/24 02:57,22.27,52.49,6.38,1659.18,5,21,93,84,17,0.56
04/06/24 02:58,21.94,45.99,46.59,1848.71,4,30,27,85,80,0.75
04/06/24 02:59,17.44,49.029999999999994,2.47,1153.37,0,63,22,13,3,0.46
04/06/24 03:00,23.48,35.559999999999995,27.94,1580.97,4,31,54,28,74,0.62
04/06/24 03:01,16.89,44.870000000000005,16.59,1864.14,0,10,24,88,39,0.49
04/06/24 03:02,26.73,53.33,0.88,1502.96,4,20,53,59,55,0.65
04/06/24 03:03,17.16,35.53,37.85,965.8199999999999,5,22,57,42,69,0.63
04/06/24 03:04,20.36,50.39,36.03,902.38,2,25,72,21,54,0.57
04/06/24 03:05,16.6,54.78,31.05,1487.27,3,60,41,69,19,0.68
04/06/24 03:06,22.83,59.12,48.77,528.06,0,9,26,35,34,0.35
04/06/24 03:07,28.79,70,47.96,1791.17,5,68,35,9,84,0.81
04/06/24 03:08,28.08,66.73,37.19,523.56,3,99,57,31,10,0.84
04/06/24 03:09,27.78,44.699999999999996,15.6,1147.27,2,12,29,18,44,0.35
04/06/24 03:10,19.97,64.18,28.29,470.08,0,100,96,50,1,0.86
04/06/24 03:11,17.06,70,28.24,721.68,2,28,10,98,41,0.51
04/06/24 03:12,22.01,61.35,7.59,663.12,0,10,41,82,93,0.65
04/06/24 03:13,21.88,36.129999999999995,8.73,1519.38,0,95,52,14,20,0.8
04/06/24 03:14,29.02,37.44,34.88,539.83,5,7,95,56,13,0.48
04/06/24 03:15,23.06,55.14,19.8,400,2,50,78,93,80,1.04
04/06/24 03:16,17.58,70,1.37,897.21,4,35,93,90,11,0.64
04/06/24 03:17,21.35,56.519999999999996,24.88,1460.08,0,42,1,44,20,0.4
04/06/24 03:18,28.25,41.54,0.65,602.76,3,58,4,20,24,0.44
04/06/24 03:19,20.15,66.53,7.57,588.46,5,25,90,28,11,0.51
04/06/24 03:20,26.55,42.870000000000005,48.09,1099.01,1,35,93,51,35,0.75
04/06/24 03:21,28.78,70,30.58,1454.3,0,38,54,97,24,0.61
04/06/24 03:22,18.58,34.52,3.76,1522.35,3,41,88,26,22,0.58
04/06/24 03:23,22.94,70,13.74,789.49,2,23,99,43,45,0.74
04/06/24 03:24,15.87,46.96,42.79,1158.44,3,22,89,30,3,0.48
04/06/24 03:25,27.83,62.34,43.76,786.85,0,66,57,53,38,0.83
04/06/24 03:26,24.18,45.94,19.75,1626.74,3,48,6,25,85,0.63
04/06/24 03:27,18.58,38.96,46.03,1431.79,2,1,51,11,96,0.54
04/06/24 03:28,25.02,68.48,5.46,554.42,1,76,24,47,16,0.6
04/06/24 03:29,28.06,35.18,10.72,1171.01,5,95,82,9,81,1.12
04/06/24 03:30,20.34,37.59,36.32,466.22,2,54,75,0,53,0.7
04/06/24 03:31,27.76,60.230000000000004,38.58,1314.95,0,89,45,68,90,1.05
04/06/24 03:32,22.93,62.05,7.19,1293.19,2,6,19,100,61,0.48
04/06/24 03:33,25.92,36.550000000000004,48.27,959.78,0,26,93,57,32,0.64
04/06/24 03:34,23.02,44.08,36.1,640.44,4,75,20,0,3,0.48
04/06/24 03:35,17.32,70,28.1,1270.79,2,67,65,47,96,1.05
04/06/24 03:36,21.81,36.12,40.47,1592.29,2,65,25,10,86,0.81
04/06/24 03:37,29.21,40.57,3.14,1342.61,1,35,60,91,80,0.91
04/06/24 03:38,24.22,43.89,46.75,1461.21,0,91,34,51,81,1.05
04/06/24 03:39,26.24,66.48,13.92,637.23,0,41,58,96,20,0.69
04/06/24 03:40,20.46,70,8.28,687.24,1,51,32,80,66,0.74
04/06/24 03:41,23.94,59.52,32.35,579.01,2,30,40,87,71,0.67
04/06/24 03:42,18.28,63.25,15.61,400,3,60,79,10,89,0.82
04/06/24 03:43,24.77,54.47,47.09,875.39,5,25,88,55,36,0.59
04/06/24 03:44,16.29,48.74,33.55,695.37,4,47,63,55,19,0.62
04/06/24 03:45,21.97,64.95,36.97,967.31,3,46,58,49,79,0.74
04/06/24 03:46,23.2,57.96,2.6,1752.08,3,36,17,67,60,0.57
04/06/24 03:47,19.23,54.839999999999996,28.86,748.0,3,58,32,89,22,0.65
04/06/24 03:48,27.75,32.480000000000004,44.96,820.67,1,83,47,7,76,0.96
04/06/24 03:49,28.13,49.400000000000006,29.42,1478.57,0,76,14,98,63,0.88
04/06/24 03:50,26.94,56.080000000000005,32.74,1074.99,3,34,67,47,64,0.69
04/06/24 03:51,17.62,61.29,39.09,1445.43,5,47,27,36,92,0.72
04/06/24 03:52,27.43,47.97,42.99,1833.05,2,85,71,70,24,0.86
04/06/24 03:53,15.24,66.23,8.89,860.6,2,8,87,10,71,0.57
04/06/24 03:54,19.93,70,2.02,1430.77,4,12,4,80,9,0.29
04/06/24 03:55,27.68,61.7,27.36,1262.03,0,27,53,93,39,0.69
04/06/24 03:56,21.35,63.59,37.68,1217.41,2,85,12,15,62,0.72
04/06/24 03:57,26.44,50.190000000000005,21.52,1853.19,4,96,4,12,40,0.71
04/06/24 03:58,24.96,60.620000000000005,31.52,1193.26,1,60,91,46,82,0.91
04/06/24 03:59,23.36,38.94,31.0,522.47,0,16,13,63,80,0.52
04/06/24 04:00,26.32,70,46.79,646.35,3,42,75,87,92,1.07
04/06/24 04:01,19.67,42.72,22.97,400,5,86,96,39,97,1.11
04/06/24 04:02,17.09,32.6,17.97,1700.87,0,100,74,11,77,1.02
04/06/24 04:03,29.15,57.14,12.25,1557.36,3,49,10,16,87,0.71
04/06/24 04:04,21.58,38.92,31.68,1928.99,5,36,90,60,4,0.62
04/06/24 04:05,24.99,36.529999999999994,15.53,663.01,3,55,6,8,38,0.49
04/06/24 04:06,25.59,39.92,5.72,400,2,42,96,76,99,1.14
04/06/24 04:07,22.5,32.37,29.77,842.17,2,12,35,19,63,0.45
04/06/24 04:08,29.53,68.87,45.7,548.39,4,26,46,98,19,0.58
04/06/24 04:09,16.44,48.099999999999994,36.75,693.82,1,1,32,88,71,0.51
04/06/24 04:10,16.92,62.080000000000005,38.96,1130.41,0,26,8,82,51,0.53
04/06/24 04:11,22.67,54.68000000000001,42.34,1857.03,3,37,85,58,31,0.68
04/06/24 04:12,21.69,52.800000000000004,41.35,400,3,78,100,52,92,1.16
04/06/24 04:13,21.04,53.75,8.79,539.19,3,93,88,89,3,0.88
04/06/24 04:14,25.08,36.57,0.7,645.82,2,33,3,9,25,0.28
04/06/24 04:15,29.7,70,35.98,1363.53,2,52,5,41,32,0.51
04/06/24 04:16,16.05,43.660000000000004,43.58,1880.78,5,81,79,36,31,0.84
04/06/24 04:17,17.61,43.08,35.68,904.26,0,66,76,96,33,0.88
04/06/24 04:18,28.4,35.510000000000005,28.35,477.23,0,66,47,32,17,0.58
04/06/24 04:19,18.93,34.53,19.58,759.3,0,38,72,19,91,0.75
04/06/24 04:20,15.44,48.37,39.88,973.72,4,74,20,19,96,0.89
04/06/24 04:21,19.17,50.66,44.26,541.6,1,78,56,60,49,0.89
04/06/24 04:22,29.9,43.86,35.1,400,5,51,37,27,83,0.7
04/06/24 04:23,16.94,39.160000000000004,49.72,1312.84,0,100,5,37,7,0.67
04/06/24 04:24,28.2,44.980000000000004,46.47,1320.83,4,72,23,56,7,0.57
04/06/24 04:25,18.87,70,11.34,938.45,5,66,73,94,40,0.81
04/06/24 04:26,20.9,47.559999999999995,9.93,1846.05,5,6,2,28,88,0.43
04/06/24 04:27,24.79,47.64,0.13,949.9,0,55,68,32,8,0.61
04/06/24 04:28,19.1,41.86,48.84,1057.94,5,24,19,33,3,0.27
04/06/24 04:29,24.61,42.730000000000004,6.82,1640.67,1,73,90,97,79,1.24
04/06/24 04:30,16.85,36.959999999999994,8.24,893.06,1,53,3,43,96,0.75
04/06/24 04:31,28.07,37.059999999999995,41.24,1390.21,0,38,28,33,73,0.59
04/06/24 04:32,16.98,34.65,38.68,1623.54,5,99,8,6,20,0.63
04/06/24 04:33,26.57,42.65,36.96,418.94000000000005,4,3,29,76,57,0.49
04/06/24 04:34,17.86,58.8,42.06,723.27,0,81,43,13,18,0.68
04/06/24 04:35,15.34,53.39,30.15,515.76,0,85,90,55,79,1.14
04/06/24 04:36,25.7,62.95,20.66,1278.68,1,59,78,58,80,1.04
04/06/24 04:37,26.48,52.16,26.12,1753.09,5,22,28,33,48,0.45
04/06/24 04:38,15.41,39.49,26.54,582.44,0,48,93,46,36,0.74
04/06/24 04:39,21.44,63.79,23.45,1615.14,0,25,17,69,54,0.55
04/06/24 04:40,20.25,70,25.52,919.97,0,84,37,57,43,0.75
04/06/24 04:41,27.46,60.02,12.09,1523.33,4,46,98,21,73,0.92
04/06/24 04:42,25.25,52.73,20.12,565.07,4,9,38,64,81,0.64
04/06/24 04:43,19.7,42.19,10.0,863.53,5,14,48,95,20,0.5
04/06/24 04:44,29.2,70,36.64,1242.03,5,55,84,45,90,0.94
04/06/24 04:45,15.71,70,11.52,591.96,5,79,5,82,50,0.74
04/06/24 04:46,27.15,67.35000000000001,24.1,1571.98,5,14,46,19,91,0.56
04/06/24 04:47,17.12,61.32,44.47,1864.95,2,46,74,41,56,0.76
04/06/24 04:48,17.01,70,5.8,1534.94,0,12,91,88,62,0.73
04/06/24 04:49,17.52,59.75,23.39,490.05999999999995,0,48,73,91,27,0.8
04/06/24 04:50,25.05,56.86,30.91,1766.83,5,80,38,8,13,0.61
04/06/24 04:51,16.28,52.31,7.22,1388.08,2,92,55,46,63,0.91
04/06/24 04:52,19.57,45.57,17.4,1130.8,5,56,19,92,55,0.8
04/06/24 04:53,24.67,55.69,13.6,1405.46,1,64,27,24,66,0.78
04/06/24 04:54,24.67,69.45,40.96,1745.02,4,0,10,4,58,0.28
04/06/24 04:55,29.66,70,32.78,1408.54,5,66,38,69,39,0.8
04/06/24 04:56,21.12,38.35,47.76,1298.38,5,90,29,81,26,0.8
04/06/24 04:57,24.09,70,18.98,1209.3,0,14,75,90,99,0.93
04/06/24 04:58,23.5,46.449999999999996,6.99,1156.29,0,88,73,54,63,0.94
04/06/24 04:59,29.41,31.770000000000003,33.84,1281.1,2,67,37,1,100,0.9
04/06/24 05:00,15.8,68.38,38.64,1134.12,3,13,5,53,10,0.24
04/06/24 05:01,15.34,37.62,24.69,1659.72,2,43,62,20,31,0.59
04/06/24 05:02,23.88,48.39,7.85,1035.95,4,36,98,31,66,0.72
04/06/24 05:03,19.59,54.81,44.75,1670.4,3,5,19,95,66,0.58
04/06/24 05:04,20.43,46.18,15.75,779.25,5,14,45,40,49,0.47
04/06/24 05:05,25.22,65.13,27.56,644.72,0,23,1,29,3,0.18
04/06/24 05:06,22.68,44.17,33.26,1738.92,0,62,6,97,54,0.7
04/06/24 05:07,22.83,65.78999999999999,36.63,1254.89,0,71,94,100,16,0.86
04/06/24 05:08,15.95,70,22.47,1184.96,2,31,10,80,31,0.5
04/06/24 05:09,24.69,38.23,5.66,430.86,1,45,93,30,70,0.91
04/06/24 05:10,23.26,63.71,20.61,835.12,5,52,53,29,51,0.74
04/06/24 05:11,22.65,41.98,37.67,1195.78,0,6,29,50,68,0.5
04/06/24 05:12,16.97,47.67,24.14,1753.15,3,3,0,10,85,0.35
04/06/24 05:13,18.85,41.11,32.51,1204.71,1,47,19,47,80,0.66
04/06/24 05:14,17.75,50.4,16.97,926.6500000000001,5,15,76,100,85,0.81
04/06/24 05:15,19.08,61.269999999999996,40.08,546.22,2,83,39,83,35,0.8
04/06/24 05:16,19.72,70,47.8,528.8,3,24,64,71,58,0.63
04/06/24 05:17,28.09,50.21,0.75,966.8599999999999,2,22,25,4,90,0.55
04/06/24 05:18,26.12,36.690000000000005,49.08,1016.8199999999999,2,45,14,7,25,0.38
04/06/24 05:19,27.47,42.18000000000001,41.95,1109.08,5,56,93,48,97,1.11
04/06/24 05:20,24.08,38.32,36.51,810.09,2,39,1,57,19,0.4
04/06/24 05:21,23.41,43.64,5.02,1287.45,5,49,20,12,34,0.5
04/06/24 05:22,27.13,55.72,16.69,1949.83,0,62,12,9,17,0.44
04/06/24 05:23,21.29,61.96,5.45,1002.1300000000001,5,36,24,65,91,0.73
04/06/24 05:24,28.46,35.26,7.41,1076.6,0,57,94,6,81,0.87
04/06/24 05:25,24.81,59.25,27.96,1306.29,1,28,37,65,34,0.51
04/06/24 05:26,15.15,54.11,5.15,1092.13,1,33,5,40,14,0.3
04/06/24 05:27,25.25,64.12,7.78,400,0,92,45,53,58,0.91
04/06/24 05:28,15.35,43.12,39.03,400,0,84,78,10,80,0.94
04/06/24 05:29,17.47,69.9,23.5,517.9300000000001,5,7,37,49,9,0.27
04/06/24 05:30,25.27,56.01,19.59,651.95,5,47,19,0,7,0.32
04/06/24 05:31,27.65,54.21,32.8,1643.15,3,60,48,49,85,0.88
04/06/24 05:32,26.79,39.61,48.02,485.65,4,47,36,15,95,0.74
04/06/24 05:33,16.01,43.67,2.16,616.07,2,36,81,16,92,0.78
04/06/24 05:34,28.13,57.040000000000006,23.4,1197.22,5,49,63,22,36,0.63
