Timestamp,Temperature (C),Fan Speed,Occupancy,Energy Usage (kWh)
04/06/24 01:24,15.54,73,0,0.69
04/06/24 01:25,21.1,34,0,0.33
04/06/24 01:26,27.62,13,2,0.12
04/06/24 01:27,19.59,49,3,0.47
04/06/24 01:28,17.56,8,1,0.09
04/06/24 01:29,17.1,59,2,0.58
04/06/24 01:30,17.58,88,2,0.83
04/06/24 01:31,18.91,35,1,0.39
04/06/24 01:32,23.78,92,3,1.51
04/06/24 01:33,16.54,88,2,0.94
04/06/24 01:34,27.1,74,3,0.83
04/06/24 01:35,23.37,55,1,0.46
04/06/24 01:36,18.29,87,2,1.52
04/06/24 01:37,16.22,0,2,0.0
04/06/24 01:38,20.2,90,1,1.39
04/06/24 01:39,20.75,89,5,1.66
04/06/24 01:40,20.66,27,0,0.26
04/06/24 01:41,29.46,7,2,0.08
04/06/24 01:42,21.47,26,0,0.29
04/06/24 01:43,16.76,85,5,1.49
04/06/24 01:44,29.98,91,4,1.66
04/06/24 01:45,24.06,34,2,0.36
04/06/24 01:46,26.67,88,1,1.02
04/06/24 01:47,20.95,23,1,0.22
04/06/24 01:48,27.86,67,0,0.7
04/06/24 01:49,29.58,62,2,0.59
04/06/24 01:50,27.57,95,0,1.56
04/06/24 01:51,18.74,93,1,1.04
04/06/24 01:52,28.13,74,0,0.79
04/06/24 01:53,27.05,64,0,0.61
04/06/24 01:54,24.98,67,1,0.8
04/06/24 01:55,29.14,49,3,0.54
04/06/24 01:56,27.3,28,0,0.31
04/06/24 01:57,15.02,88,4,1.55
04/06/24 01:58,23.59,60,3,0.63
04/06/24 01:59,23.15,42,2,0.36
04/06/24 02:00,17.22,57,3,0.58
04/06/24 02:01,29.17,1,0,0.01
04/06/24 02:02,23.99,22,0,0.25
04/06/24 02:03,22.48,47,1,0.4
04/06/24 02:04,16.92,93,3,1.11
04/06/24 02:05,18.95,25,3,0.28
04/06/24 02:06,25.01,80,1,0.8
04/06/24 02:07,26.24,34,2,0.35
04/06/24 02:08,19.27,70,1,0.6
04/06/24 02:09,26.89,48,1,0.47
04/06/24 02:10,15.12,96,0,0.84
04/06/24 02:11,26.72,1,1,0.01
04/06/24 02:12,16.97,26,1,0.31
04/06/24 02:13,28.91,60,2,0.52
04/06/24 02:14,18.25,11,2,0.09
04/06/24 02:15,17.57,61,3,0.72
04/06/24 02:16,24.06,19,3,0.2
04/06/24 02:17,19.19,92,5,1.72
04/06/24 02:18,15.07,100,4,1.78
04/06/24 02:19,23.73,94,0,0.79
04/06/24 02:20,16.72,70,1,0.84
04/06/24 02:21,19.02,83,0,1.31
04/06/24 02:22,28.55,51,0,0.58
04/06/24 02:23,27.08,78,2,0.71
04/06/24 02:24,18.53,83,3,1.31
04/06/24 02:25,25.51,11,2,0.11
04/06/24 02:26,25.89,38,3,0.39
04/06/24 02:27,21.91,92,1,0.79
04/06/24 02:28,17.92,83,3,1.38
04/06/24 02:29,28.38,5,2,0.05
04/06/24 02:30,28.99,33,0,0.33
04/06/24 02:31,15.31,2,1,0.02
04/06/24 02:32,27.82,90,0,0.93
04/06/24 02:33,16.15,0,0,0.0
04/06/24 02:34,23.16,62,2,0.55
04/06/24 02:35,17.5,4,0,0.05
04/06/24 02:36,22.22,83,2,0.87
04/06/24 02:37,21.65,18,2,0.2
04/06/24 02:38,24.45,36,0,0.34
04/06/24 02:39,17.2,14,0,0.12
04/06/24 02:40,20.64,23,2,0.26
04/06/24 02:41,18.72,16,1,0.14
04/06/24 02:42,16.93,66,3,0.56
04/06/24 02:43,18.3,11,0,0.12
04/06/24 02:44,24.98,61,2,0.57
04/06/24 02:45,15.34,51,2,0.52
04/06/24 02:46,15.33,93,2,0.94
04/06/24 02:47,22.95,40,0,0.42
04/06/24 02:48,29.8,37,1,0.34
04/06/24 02:49,27.41,19,3,0.16
04/06/24 02:50,21.81,35,3,0.3
04/06/24 02:51,23.23,75,3,0.85
04/06/24 02:52,29.46,56,3,0.58
04/06/24 02:53,26.71,57,2,0.64
04/06/24 02:54,26.82,40,3,0.4
04/06/24 02:55,27.47,83,3,0.84
04/06/24 02:56,28.7,40,2,0.35
04/06/24 02:57,15.86,2,0,0.02
04/06/24 02:58,20.3,95,4,1.6
04/06/24 02:59,23.16,14,3,0.13
04/06/24 03:00,24.24,42,1,0.46
04/06/24 03:01,28.76,10,0,0.11
04/06/24 03:02,28.37,93,0,0.77
04/06/24 03:03,22.63,9,3,0.1
04/06/24 03:04,21.06,99,3,0.97
04/06/24 03:05,29.7,95,1,0.82
04/06/24 03:06,23.74,50,0,0.57
04/06/24 03:07,16.15,74,0,0.62
04/06/24 03:08,20.13,36,3,0.29
04/06/24 03:09,17.48,91,2,1.52
04/06/24 03:10,24.03,71,2,0.82
04/06/24 03:11,29.45,22,0,0.26
04/06/24 03:12,19.97,25,3,0.2
04/06/24 03:13,21.86,9,2,0.08
04/06/24 03:14,17.46,58,3,0.7
04/06/24 03:15,21.7,15,2,0.13
04/06/24 03:16,18.0,99,3,1.82
04/06/24 03:17,25.75,88,3,0.73
04/06/24 03:18,19.17,68,1,0.7
04/06/24 03:19,17.23,51,1,0.53
04/06/24 03:20,15.11,81,2,0.71
04/06/24 03:21,19.53,85,3,0.86
04/06/24 03:22,24.05,5,1,0.04
04/06/24 03:23,26.64,33,0,0.32
04/06/24 03:24,24.55,68,0,0.74
04/06/24 03:25,21.39,51,0,0.55
04/06/24 03:26,19.1,1,1,0.01
04/06/24 03:27,21.53,86,1,0.73
04/06/24 03:28,21.82,25,2,0.22
04/06/24 03:29,23.95,81,2,0.7
04/06/24 03:30,27.23,89,2,0.87
04/06/24 03:31,27.73,49,1,0.55
04/06/24 03:32,23.72,29,1,0.29
04/06/24 03:33,29.86,77,3,0.64
04/06/24 03:34,20.24,80,5,1.27
04/06/24 03:35,21.16,20,2,0.2
04/06/24 03:36,16.81,70,1,0.73
04/06/24 03:37,16.57,94,3,0.85
04/06/24 03:38,24.53,1,2,0.01
04/06/24 03:39,18.78,100,1,1.7
04/06/24 03:40,23.36,23,0,0.2
04/06/24 03:41,26.25,96,5,1.66
04/06/24 03:42,22.32,7,3,0.07
04/06/24 03:43,26.14,89,3,0.78
04/06/24 03:44,27.02,49,1,0.4
04/06/24 03:45,22.09,51,0,0.42
04/06/24 03:46,21.19,4,3,0.04
04/06/24 03:47,21.51,81,0,0.69
04/06/24 03:48,28.77,52,3,0.52
04/06/24 03:49,28.16,45,2,0.53
04/06/24 03:50,23.41,49,1,0.4
04/06/24 03:51,17.58,37,0,0.37
04/06/24 03:52,25.97,48,3,0.44
04/06/24 03:53,22.56,94,2,1.08
04/06/24 03:54,19.2,65,0,0.67
04/06/24 03:55,17.5,93,3,1.01
04/06/24 03:56,26.74,31,1,0.25
04/06/24 03:57,26.85,83,2,0.67
04/06/24 03:58,25.91,2,2,0.02
04/06/24 03:59,28.03,98,1,0.92
04/06/24 04:00,29.52,11,2,0.12
04/06/24 04:01,19.72,65,1,0.7
04/06/24 04:02,17.82,100,0,1.54
04/06/24 04:03,21.34,93,2,1.03
04/06/24 04:04,25.46,82,1,0.96
04/06/24 04:05,24.46,19,3,0.16
04/06/24 04:06,27.44,7,1,0.08
04/06/24 04:07,22.36,13,1,0.12
04/06/24 04:08,29.44,91,0,0.94
04/06/24 04:09,23.14,36,3,0.39
04/06/24 04:10,20.87,91,3,1.02
04/06/24 04:11,27.15,47,3,0.49
04/06/24 04:12,17.94,58,0,0.65
04/06/24 04:13,22.6,58,2,0.59
04/06/24 04:14,26.53,9,2,0.1
04/06/24 04:15,15.35,67,3,0.55
04/06/24 04:16,18.63,62,1,0.71
04/06/24 04:17,22.74,68,2,0.67
04/06/24 04:18,25.58,66,0,0.61
04/06/24 04:19,16.55,11,3,0.12
04/06/24 04:20,16.76,3,2,0.03
04/06/24 04:21,29.33,71,1,0.78
04/06/24 04:22,23.76,99,4,1.86
04/06/24 04:23,16.22,45,0,0.36
04/06/24 04:24,18.89,20,2,0.22
04/06/24 04:25,24.39,12,0,0.13
04/06/24 04:26,18.84,98,5,1.74
04/06/24 04:27,17.75,47,2,0.43
04/06/24 04:28,28.05,65,3,0.56
04/06/24 04:29,21.11,87,0,1.63
04/06/24 04:30,23.75,97,0,0.9
04/06/24 04:31,18.07,72,0,0.72
04/06/24 04:32,28.96,10,0,0.08
04/06/24 04:33,22.17,27,3,0.23
04/06/24 04:34,22.73,44,2,0.41
04/06/24 04:35,22.92,13,3,0.11
04/06/24 04:36,15.16,80,1,1.32
04/06/24 04:37,21.16,13,2,0.12
04/06/24 04:38,23.23,90,0,0.87
04/06/24 04:39,20.6,8,1,0.09
04/06/24 04:40,30.0,17,1,0.19
04/06/24 04:41,20.63,75,0,0.61
04/06/24 04:42,29.41,21,2,0.21
04/06/24 04:43,28.31,63,3,0.7
04/06/24 04:44,26.79,84,1,0.87
04/06/24 04:45,21.78,96,3,1.15
04/06/24 04:46,29.75,93,1,0.79
04/06/24 04:47,25.71,81,1,1.49
04/06/24 04:48,28.82,35,0,0.3
04/06/24 04:49,16.42,73,1,0.66
04/06/24 04:50,24.5,85,1,0.78
04/06/24 04:51,17.31,57,0,0.62
04/06/24 04:52,28.54,50,0,0.56
04/06/24 04:53,18.66,24,3,0.28
04/06/24 04:54,16.05,30,2,0.29
04/06/24 04:55,22.61,7,2,0.07
04/06/24 04:56,25.31,74,3,0.73
04/06/24 04:57,20.04,95,2,0.92
04/06/24 04:58,29.06,77,2,0.62
04/06/24 04:59,18.63,86,4,1.62
04/06/24 05:00,29.36,72,1,0.75
04/06/24 05:01,28.28,85,1,1.0
04/06/24 05:02,20.54,58,3,0.49
04/06/24 05:03,28.21,36,3,0.38
04/06/24 05:04,21.39,11,2,0.12
04/06/24 05:05,20.64,21,2,0.17
04/06/24 05:06,15.16,15,0,0.15
04/06/24 05:07,27.88,92,0,0.88
04/06/24 05:08,27.52,85,3,0.81
04/06/24 05:09,16.08,2,2,0.02
04/06/24 05:10,19.14,46,2,0.48
04/06/24 05:11,18.2,7,0,0.06
04/06/24 05:12,16.11,79,0,0.68
04/06/24 05:13,21.18,8,3,0.07
04/06/24 05:14,22.01,10,1,0.11
04/06/24 05:15,28.05,19,2,0.18
04/06/24 05:16,25.71,85,0,0.75
04/06/24 05:17,15.82,42,2,0.39
04/06/24 05:18,21.34,30,1,0.27
04/06/24 05:19,22.87,7,2,0.07
04/06/24 05:20,17.02,56,2,0.59
04/06/24 05:21,25.49,92,5,1.77
04/06/24 05:22,16.38,17,0,0.15
04/06/24 05:23,15.06,99,3,0.98
04/06/24 05:24,20.8,76,2,0.75
04/06/24 05:25,28.68,73,3,0.64
04/06/24 05:26,22.02,12,0,0.11
04/06/24 05:27,17.29,38,2,0.39
04/06/24 05:28,25.12,73,3,0.86
04/06/24 05:29,24.87,57,0,0.49
04/06/24 05:30,26.52,24,3,0.24
04/06/24 05:31,20.81,9,0,0.1
04/06/24 05:32,23.4,61,1,0.67
04/06/24 05:33,21.68,94,4,1.82
04/06/24 05:34,24.55,99,1,1.57
04/06/24 05:35,29.06,50,3,0.51
04/06/24 05:36,23.93,91,0,0.85
04/06/24 05:37,20.79,74,0,0.78
04/06/24 05:38,20.73,69,1,0.79
04/06/24 05:39,28.2,88,3,0.92
04/06/24 05:40,18.35,81,4,1.57
04/06/24 05:41,17.62,59,0,0.58
04/06/24 05:42,28.47,82,0,0.67
04/06/24 05:43,24.74,49,1,0.44
04/06/24 05:44,28.85,64,3,0.75
04/06/24 05:45,25.64,62,3,0.66
04/06/24 05:46,27.99,99,1,0.86
04/06/24 05:47,17.62,11,0,0.11
04/06/24 05:48,25.22,27,1,0.22
04/06/24 05:49,26.87,20,3,0.18
04/06/24 05:50,21.13,80,0,0.79
04/06/24 05:51,24.78,72,1,0.64
04/06/24 05:52,18.75,23,1,0.26
04/06/24 05:53,26.08,65,2,0.64
04/06/24 05:54,25.11,98,1,1.71
04/06/24 05:55,23.22,94,1,0.78
04/06/24 05:56,15.37,21,1,0.19
04/06/24 05:57,16.44,4,0,0.04
04/06/24 05:58,15.4,66,2,0.77
04/06/24 05:59,26.93,4,2,0.04
04/06/24 06:00,25.87,74,19,0.64
04/06/24 06:01,23.33,41,9,0.38
04/06/24 06:02,22.2,81,12,0.67
04/06/24 06:03,22.26,96,3,1.63
04/06/24 06:04,25.54,29,7,0.32
04/06/24 06:05,29.3,73,13,0.84
04/06/24 06:06,18.77,97,2,1.59
04/06/24 06:07,26.17,51,5,0.5
04/06/24 06:08,23.79,7,7,0.07
04/06/24 06:09,27.91,4,3,0.04
04/06/24 06:10,16.93,96,3,0.96
04/06/24 06:11,28.83,73,13,0.86
04/06/24 06:12,21.48,85,1,1.55
04/06/24 06:13,26.07,66,15,0.69
04/06/24 06:14,20.83,90,18,0.85
04/06/24 06:15,24.88,99,5,1.1
04/06/24 06:16,17.81,65,17,0.65
04/06/24 06:17,28.76,61,10,0.55
04/06/24 06:18,16.73,67,17,0.67
04/06/24 06:19,17.86,85,4,1.58
04/06/24 06:20,21.09,8,12,0.09
04/06/24 06:21,23.57,18,0,0.16
04/06/24 06:22,24.64,26,18,0.25
04/06/24 06:23,20.93,81,2,0.78
04/06/24 06:24,19.41,38,9,0.43
04/06/24 06:25,22.93,71,15,0.7
04/06/24 06:26,24.89,10,2,0.09
04/06/24 06:27,23.59,41,12,0.37
04/06/24 06:28,29.8,74,16,0.61
04/06/24 06:29,29.28,8,13,0.08
04/06/24 06:30,20.37,70,11,0.7
04/06/24 06:31,23.89,93,12,1.03
04/06/24 06:32,28.55,58,8,0.6
04/06/24 06:33,16.77,89,8,1.01
04/06/24 06:34,22.01,91,2,1.44
04/06/24 06:35,23.74,83,4,1.46
04/06/24 06:36,15.69,87,19,0.86
04/06/24 06:37,28.87,90,14,0.81
04/06/24 06:38,17.09,43,0,0.5
04/06/24 06:39,23.02,60,7,0.66
04/06/24 06:40,17.71,42,8,0.48
04/06/24 06:41,18.21,4,4,0.03
04/06/24 06:42,25.48,41,13,0.35
04/06/24 06:43,27.48,22,15,0.24
04/06/24 06:44,27.01,11,6,0.1
04/06/24 06:45,15.92,46,7,0.44
04/06/24 06:46,21.64,70,8,0.66
04/06/24 06:47,25.34,99,1,1.66
04/06/24 06:48,28.61,53,18,0.52
04/06/24 06:49,17.6,100,7,0.97
04/06/24 06:50,28.15,74,20,0.84
04/06/24 06:51,19.11,6,5,0.06
04/06/24 06:52,15.23,46,17,0.42
04/06/24 06:53,18.72,60,9,0.68
04/06/24 06:54,15.57,70,16,0.56
04/06/24 06:55,28.31,50,18,0.41
04/06/24 06:56,16.73,58,5,0.5
04/06/24 06:57,26.83,35,8,0.4
04/06/24 06:58,15.6,36,5,0.38
04/06/24 06:59,20.62,34,6,0.29
04/06/24 07:00,27.08,96,3,1.09
04/06/24 07:01,27.43,85,12,1.0
04/06/24 07:02,21.65,51,0,0.45
04/06/24 07:03,21.39,53,18,0.47
04/06/24 07:04,24.92,99,2,1.83
04/06/24 07:05,26.97,60,8,0.66
04/06/24 07:06,29.68,59,20,0.49
04/06/24 07:07,20.39,83,11,0.94
04/06/24 07:08,20.26,72,16,0.7
04/06/24 07:09,16.5,58,10,0.46
04/06/24 07:10,26.13,60,13,0.55
04/06/24 07:11,29.25,74,3,0.77
04/06/24 07:12,29.95,86,12,0.89
04/06/24 07:13,17.29,90,13,0.86
04/06/24 07:14,25.7,72,10,0.74
04/06/24 07:15,16.04,38,13,0.33
04/06/24 07:16,15.69,88,1,1.56
04/06/24 07:17,23.53,93,1,1.5
04/06/24 07:18,22.27,30,2,0.35
04/06/24 07:19,16.99,52,0,0.57
04/06/24 07:20,27.74,82,15,0.7
04/06/24 07:21,19.62,95,9,0.83
04/06/24 07:22,28.74,33,20,0.31
04/06/24 07:23,27.04,96,12,0.91
04/06/24 07:24,29.74,78,14,0.73
04/06/24 07:25,16.93,69,20,0.56
04/06/24 07:26,21.71,75,9,0.61
04/06/24 07:27,23.02,25,2,0.22
04/06/24 07:28,20.07,38,15,0.33
04/06/24 07:29,27.17,95,4,1.05
04/06/24 07:30,19.1,36,19,0.33
04/06/24 07:31,27.94,72,9,0.84
04/06/24 07:32,15.22,83,12,0.74
04/06/24 07:33,17.05,9,2,0.07
04/06/24 07:34,20.34,57,7,0.64
04/06/24 07:35,24.42,14,11,0.12
04/06/24 07:36,29.51,9,9,0.07
04/06/24 07:37,19.49,48,6,0.5
04/06/24 07:38,28.88,5,13,0.05
04/06/24 07:39,17.72,59,0,0.62
04/06/24 07:40,18.43,35,14,0.42
04/06/24 07:41,17.97,96,11,0.81
04/06/24 07:42,23.5,91,17,1.06
04/06/24 07:43,20.55,99,3,1.75
04/06/24 07:44,28.01,9,11,0.09
04/06/24 07:45,20.95,19,8,0.23
04/06/24 07:46,20.28,41,11,0.42
04/06/24 07:47,26.17,5,3,0.05
04/06/24 07:48,28.52,36,13,0.31
04/06/24 07:49,18.15,86,0,0.74
04/06/24 07:50,27.79,7,17,0.07
04/06/24 07:51,26.53,58,11,0.55
04/06/24 07:52,26.01,72,18,0.61
04/06/24 07:53,17.73,95,8,0.82
04/06/24 07:54,22.03,56,5,0.53
04/06/24 07:55,25.52,95,2,0.88
04/06/24 07:56,18.71,45,5,0.4
04/06/24 07:57,28.87,82,8,0.66
04/06/24 07:58,26.55,47,19,0.55
04/06/24 07:59,19.56,34,10,0.39
04/06/24 08:00,17.43,63,5,0.58
04/06/24 08:01,17.8,37,11,0.3
04/06/24 08:02,21.49,81,1,0.93
04/06/24 08:03,19.96,79,6,0.78
04/06/24 08:04,26.55,98,10,0.89
04/06/24 08:05,28.95,42,19,0.45
04/06/24 08:06,28.75,34,10,0.3
04/06/24 08:07,17.47,22,20,0.21
04/06/24 08:08,18.95,10,15,0.08
04/06/24 08:09,18.74,44,10,0.51
04/06/24 08:10,17.01,99,10,0.8
04/06/24 08:11,22.32,31,13,0.37
04/06/24 08:12,28.46,82,1,0.73
04/06/24 08:13,29.75,36,8,0.33
04/06/24 08:14,27.63,20,6,0.21
04/06/24 08:15,24.42,91,5,0.79
04/06/24 08:16,25.61,87,20,0.97
04/06/24 08:17,26.38,69,4,0.56
04/06/24 08:18,18.62,85,1,1.39
04/06/24 08:19,17.91,48,3,0.56
04/06/24 08:20,18.85,13,17,0.15
04/06/24 08:21,17.66,68,19,0.79
04/06/24 08:22,20.04,82,2,0.96
04/06/24 08:23,19.47,40,11,0.39
04/06/24 08:24,21.81,80,5,1.25
04/06/24 08:25,24.35,56,12,0.51
04/06/24 08:26,29.62,52,14,0.5
04/06/24 08:27,25.0,51,9,0.41
04/06/24 08:28,21.54,71,6,0.78
04/06/24 08:29,19.03,31,7,0.35
04/06/24 08:30,21.71,7,4,0.08
04/06/24 08:31,26.82,86,19,1.03
04/06/24 08:32,26.94,2,14,0.02
04/06/24 08:33,26.03,36,14,0.29
04/06/24 08:34,22.64,82,0,0.79
04/06/24 08:35,25.99,2,11,0.02
04/06/24 08:36,16.21,84,0,1.55
04/06/24 08:37,21.22,57,0,0.68
04/06/24 08:38,28.0,84,19,0.98
04/06/24 08:39,23.95,95,1,1.13
04/06/24 08:40,29.99,92,12,0.85
04/06/24 08:41,23.6,72,10,0.71
04/06/24 08:42,19.77,29,20,0.35
04/06/24 08:43,21.75,32,16,0.27
04/06/24 08:44,27.2,86,3,1.03
04/06/24 08:45,23.32,43,4,0.36
04/06/24 08:46,29.22,1,6,0.01
04/06/24 08:47,15.31,16,7,0.18
04/06/24 08:48,15.59,13,4,0.12
04/06/24 08:49,25.69,96,18,1.03
04/06/24 08:50,16.95,65,17,0.59
04/06/24 08:51,29.7,94,2,1.58
04/06/24 08:52,17.43,98,0,0.87
04/06/24 08:53,17.7,31,0,0.36
04/06/24 08:54,16.65,62,9,0.7
04/06/24 08:55,24.83,35,6,0.39
04/06/24 08:56,15.4,89,2,1.36
04/06/24 08:57,29.44,99,9,1.02
04/06/24 08:58,19.7,67,0,0.61
04/06/24 08:59,23.07,92,5,1.45
04/06/24 09:00,26.0,62,10,0.52
04/06/24 09:01,18.69,56,13,0.55
04/06/24 09:02,25.46,48,12,0.45
04/06/24 09:03,17.03,84,19,0.78
04/06/24 09:04,19.14,90,13,1.0
04/06/24 09:05,25.1,62,20,0.7
04/06/24 09:06,18.64,86,11,0.98
04/06/24 09:07,22.56,86,14,0.75
04/06/24 09:08,25.25,86,15,0.72
04/06/24 09:09,24.06,6,19,0.05
04/06/24 09:10,26.49,100,10,1.05
04/06/24 09:11,19.38,99,5,1.58
04/06/24 09:12,26.85,10,18,0.09
04/06/24 09:13,16.21,28,17,0.3
04/06/24 09:14,27.55,37,15,0.44
04/06/24 09:15,26.58,86,1,1.62
04/06/24 09:16,18.27,49,14,0.56
04/06/24 09:17,27.57,66,15,0.73
04/06/24 09:18,18.97,33,17,0.33
04/06/24 09:19,18.03,46,19,0.54
04/06/24 09:20,24.32,42,16,0.4
04/06/24 09:21,29.24,68,20,0.68
04/06/24 09:22,17.01,6,16,0.07
04/06/24 09:23,19.92,94,2,1.58
04/06/24 09:24,20.4,90,19,0.74
04/06/24 09:25,21.04,72,12,0.73
04/06/24 09:26,26.21,5,19,0.05
04/06/24 09:27,16.46,84,0,1.63
04/06/24 09:28,16.41,88,5,1.47
04/06/24 09:29,16.88,12,17,0.14
04/06/24 09:30,20.63,62,11,0.57
04/06/24 09:31,19.26,33,12,0.29
04/06/24 09:32,21.83,86,16,0.85
04/06/24 09:33,15.2,69,10,0.76
04/06/24 09:34,15.63,71,14,0.63
04/06/24 09:35,29.54,63,13,0.74
04/06/24 09:36,19.42,34,17,0.34
04/06/24 09:37,15.43,23,19,0.23
04/06/24 09:38,21.13,10,11,0.11
04/06/24 09:39,23.53,70,19,0.59
04/06/24 09:40,24.77,3,17,0.03
04/06/24 09:41,24.72,35,19,0.38
04/06/24 09:42,20.78,67,16,0.75
04/06/24 09:43,26.42,68,20,0.81
04/06/24 09:44,21.2,1,13,0.01
04/06/24 09:45,25.32,2,10,0.02
04/06/24 09:46,15.8,31,14,0.34
04/06/24 09:47,15.15,90,17,0.77
04/06/24 09:48,17.9,46,19,0.43
04/06/24 09:49,22.72,45,20,0.48
04/06/24 09:50,22.45,88,14,1.02
04/06/24 09:51,26.07,60,15,0.69
04/06/24 09:52,22.37,60,17,0.5
04/06/24 09:53,28.94,71,17,0.63
04/06/24 09:54,25.99,94,10,0.83
04/06/24 09:55,28.62,66,11,0.79
04/06/24 09:56,24.65,57,17,0.62
04/06/24 09:57,23.57,86,1,1.4
04/06/24 09:58,20.2,87,16,0.92
04/06/24 09:59,27.96,97,20,1.01
04/06/24 10:00,19.96,44,20,0.38
04/06/24 10:01,22.45,29,20,0.28
04/06/24 10:02,28.8,30,13,0.26
04/06/24 10:03,28.98,76,12,0.73
04/06/24 10:04,19.99,22,18,0.22
04/06/24 10:05,22.15,5,18,0.06
04/06/24 10:06,19.32,15,19,0.16
04/06/24 10:07,23.1,66,18,0.58
04/06/24 10:08,16.8,37,18,0.3
04/06/24 10:09,26.71,14,10,0.14
04/06/24 10:10,26.0,16,14,0.18
04/06/24 10:11,28.06,35,10,0.36
04/06/24 10:12,28.68,58,20,0.51
04/06/24 10:13,22.93,51,16,0.6
04/06/24 10:14,22.6,71,14,0.83
04/06/24 10:15,16.3,71,19,0.68
04/06/24 10:16,23.23,86,13,0.74
04/06/24 10:17,28.29,7,20,0.08
04/06/24 10:18,24.49,45,16,0.37
04/06/24 10:19,16.69,64,20,0.62
04/06/24 10:20,25.01,13,12,0.13
04/06/24 10:21,22.31,72,11,0.6
04/06/24 10:22,25.07,81,3,1.45
04/06/24 10:23,21.63,94,18,0.94
04/06/24 10:24,28.56,76,15,0.86
04/06/24 10:25,25.76,88,17,0.84
04/06/24 10:26,28.99,75,15,0.74
04/06/24 10:27,25.42,16,14,0.13
04/06/24 10:28,29.57,88,3,1.36
04/06/24 10:29,15.93,27,14,0.23
04/06/24 10:30,16.71,54,16,0.53
04/06/24 10:31,27.84,41,10,0.36
